Gene,Chr,LD4,LD5,LD6,M,YR,ET,MT,LT,ES,S,LS,GD4,GD6,GD10F,GD10M,MIS,MFS,Haplo,ManualScore,TargetID
PF3D7_1138600,chr11,75911.279,39508.951,49139.253,5984.62125,27979.826,20367.757,26796.996,27087.036,15029.4,11000.223,8437.824,15026.348,10112.681,11188.308,0,1,-1.099,218,2504.698292,sp|Q8WYA6|CTBL1_HUMAN
PF3D7_1138700,chr11,2744.918,1643.481,2384.889,22851.6857,25819.388,16019.106,5796.514,5549.214,7153.765,11611.114,22279.945,8159.635,9841.711,6418.747,528.1605,0.831,-2.986,1194,0,
PF3D7_1138800,chr11,16676.491,17295.521,26459.463,19009.81405,39372.763,35459.709,28268.788,35164.443,42690.695,38967.394,22560.074,34874.395,25118.022,20099.496,27517.8282,0.125,-2.867,1185,458.3315625,sp|Q15542|TAF5_HUMAN
PF3D7_1138900,,821.927,1806.219,1601.426,,,,,,,,,,,,,,,,0,
PF3D7_1139100,chr11,0,7.969,5.356,15113.41935,64386.403,37885.624,12898.49,11428.47,4739.494,9130.601,10253.965,4862.364,5653.338,1852.768,353.9714,1,-0.063,1148,150.7520938,tr|K7ELT6|K7ELT6_HUMAN
PF3D7_1139200,chr11,1978.042,5136.078,8337.695,4993.6795,14647.753,11432.599,12323.682,10282.84,13782.911,11734.632,10432.769,3106.9,8842.192,2327.656,4551.3759,0.139,-3.221,164,0,
PF3D7_1139300,chr11,4656.236,14610.95,16751.716,19159.299,51360.379,115795.381,47906.782,26098.739,16051.378,14231.61,12348.414,37510.42,32043.003,18909.523,46807.3053,1,-2.777,1915,0,
PF3D7_1139400,,2497.596,5858.545,6999.583,,,,,,,,,,,,,,,,0,
PF3D7_1139500,chr11,0,0,23.216,1458.13695,91.139,282.779,2048.644,1811.431,1291.632,1030.235,1659.071,43617.89,43208.154,45307.008,6164.8731,1,-1.669,192,2418.626977,sp|Q15645|PCH2_HUMAN
PF3D7_1139600,chr11,0,416.776,63.203,1564.94345,1889.772,2114.687,6994.119,3757.804,2809.084,1395.726,2288.4,3038.97,2657.144,3223.384,7046.148,0.156,-2.723,531,0,
PF3D7_1139700,chr11,15836.095,9156.632,14607.196,35285.24435,6145.904,3977.84,13796.333,21986.481,21193.819,16974.549,36203.907,17642.535,18683.735,34558.694,30217.7855,0.119,-3.079,133,2514.848713,sp|P22570|ADRO_HUMAN
PF3D7_1139800,chr11,51130.806,28265.457,33698.175,4238.4769,9312.179,8025.196,9844.169,12803.203,12069.167,8638.504,7980.102,7486.045,7498.307,4766.809,10576.4343,0.125,-3.065,1334,0,
PF3D7_1139900,chr11,35434.893,28926.664,34403.209,4454.40555,23406.865,24291.884,13349.647,13100.668,10907.646,9306.299,6052.911,4948.26,7306.788,2611.891,294.6945,0.198,-2.836,92,2323.275758,sp|Q9Y3B6|EMC9_HUMAN
PF3D7_1140000,chr11,0,2390.467,6410.883,4127.12735,885.168,239.266,228.526,774.687,5588.613,5344.13,8299.916,5998.511,1328.08,1155.022,34731.3603,0.203,-2.805,407,0,
PF3D7_1140100,chr11,3570.068,10780.69,19135.164,25967.5283,27035.778,54475.121,56342.339,70928.574,58852.206,49029.93,42070.578,33480.173,42841.707,9040.666,26599.4849,0.831,-2.068,4,3906.2875,sp|Q16864|VATF_HUMAN
PF3D7_1140200,chr11,7904.47,21331.707,20967.126,75299.17965,8239.488,40440.456,87065.188,122549.526,163195.363,162652.702,94754.001,7140.083,6645.121,2115.867,6415.5721,0.422,-2.428,387,0,
PF3D7_1140300,chr11,17676.986,4694.382,9388.453,3064.2104,615.858,2054.433,4971.493,6141.905,5601.41,5451.879,6126.273,4316.383,9638.185,3441.506,44241.5521,0.613,-3.206,107,1024.919668,tr|J3QKK3|J3QKK3_HUMAN
PF3D7_1140400,chr11,116202.176,4013.882,7731.786,169941.6159,14349.027,4205.509,2283.399,57267.472,221052.2,275317.719,327463.738,4268.455,2755.353,4206.767,0,0.189,-3.016,58,0,
PF3D7_1140500,chr11,0,284.396,495.29,4635.28495,422.831,366.743,2597.741,4506.335,11911.216,8907.605,7561.08,26540.936,24681.932,28504.87,78633.0104,1,-2.507,787,817.0386076,sp|Q13459|MYO9B_HUMAN
PF3D7_1140600,chr11,360.669,664.401,384.699,6548.1681,2267.446,801.349,131.54,2934.776,8420.178,11972.547,11582.184,12605.582,18650.474,22602.854,20012.0184,1,-2.099,1222,0,
PF3D7_1140700,chr11,12951.838,14445.991,15313.002,11041.1311,34651.547,52828.317,38211.454,12743.305,8790.061,11085.446,12294.039,10205.264,11409.027,8185.892,12590.7208,1,-0.141,1047,118.6810989,sp|Q9H320|VCX1_HUMAN
PF3D7_1140800,chr11,19134.441,28493.292,32856.391,18676.48175,52424.11,56999.809,45124.154,31405.227,27745.982,25211.292,22384.104,21145.467,18736.179,10687.653,4326.4294,0.134,-2.921,406,0,
PF3D7_1140900,chr11,136161.15,11267.186,21798.346,3655.82935,443.115,1959.244,8482.877,11677.331,16343.067,10152.162,8055.958,8837.739,8483.155,2977,89.3528,0.123,-3.074,2092,0,
PF3D7_1141000,chr11,2234.603,31106.276,26930.595,1265.68235,334.693,420.518,125.857,896.907,2874.071,3149.266,3003.024,4969.616,6837.921,7589.378,1469.06,0.578,-2.461,465,0,
PF3D7_1141100,chr11,142180.235,143162.264,40884.64,355.15835,389.824,267.654,63.79,27.446,341.114,768.607,675.232,48270.097,63334.207,87577.259,55222.4081,1,-0.393,1689,0,
PF3D7_1141200,chr11,47879.077,63058.722,104371.773,14635.0266,1095.702,1893.307,9012.758,24112.859,32654.719,22924.05,24411.972,90403.361,80401.337,114196.482,23784.094,1,0,20,0,
PF3D7_1141300,chr11,4502.276,6354.676,18164.352,24580.30095,1957.784,755.73,11477.499,45640.831,60117.985,62594.901,37463.462,20289.491,18324.108,29388.69,6641.2834,0.12,-3.05,536,0,
PF3D7_1141400,chr11,212606.76,47073.28,59576.312,19880.09665,1621.999,1096.152,22415.461,65906.506,73353.688,45066.092,36124.516,13503.582,21599.037,9978.537,144122.2504,0.226,-2.53,167,878.1926346,sp|Q14442|PIGH_HUMAN
PF3D7_1141500,chr11,49263.117,5191.39,10332.572,1153.2589,145.628,220.158,630.445,1517.028,1636.615,1261.922,1553.419,42260.604,32240.135,6834.099,24190.2364,0.608,-2.703,122,0,
PF3D7_1141600,chr11,0,6476.861,9259.676,11274.4305,2262.711,11792.311,29697.634,43338.765,40421.886,18117.346,17879.94,214544.043,192618.121,161530.737,1296774.531,0.128,-2.885,74,4826.227027,sp|O60762|DPM1_HUMAN
PF3D7_1141700,chr11,11845.16,5538.444,7303.619,11821.52685,12528.805,29017.379,44034.382,45144.758,52840.574,37257.078,22589.925,6726.957,10646.143,8634.706,304.4831,0.121,-2.867,151,1182.096805,sp|Q8N6M0|OTU6B_HUMAN
PF3D7_1141800,chr11,3893.651,836.027,2655.992,5801.0955,642.859,448.583,556.492,7395.666,13875.564,13952.858,11131.254,13413.827,18360.045,14286.332,0,0.993,-2.659,73,634.5263959,tr|Q5TH12|Q5TH12_HUMAN
PF3D7_1141900,chr11,135761.735,4978.752,1275.044,3426.65865,215.071,156.534,107.655,632.29,2202.096,2000.988,2433.125,188403.757,238954.925,282599.273,105810.2498,1,-1.121,334,0,
PF3D7_1142000,chr11,19874.99,13165.792,7842.07,2601.63835,356.568,927.178,6378.868,4525.014,5063.739,2861.18,4186.881,19380.343,9173.902,12302.512,0,0.148,-2.895,436,0,
PF3D7_1142100,chr11,77698.195,24261.886,39110.274,30329.4831,65838.45,28020.702,10906.987,30744.184,35042.061,41615.851,25630.159,28555.865,24162.712,18175.203,19798.4123,1,-2.661,2011,171.6560263,tr|A0A6I8PR89|A0A6I8PR89_HUMAN
PF3D7_1142200,chr11,23116.083,19820.032,22972.435,1362.9975,345.459,1472.492,6586.914,5047.694,4754.75,2437.549,2690.658,234.407,153.083,3045.757,389.323,1,-1.695,129,0,
PF3D7_1142300,chr11,23802.34,10946.573,17944.483,22118.3421,2660.989,3308.214,10532.845,25925.095,43385.447,37519.191,34517.253,46775.737,48542.015,48673.401,34257.1843,0.532,-2.432,1178,0,
PF3D7_1142400,chr11,5530.408,21019.166,24822.016,17324.69635,69691.135,69948.105,64239.491,53933.307,41275.123,31047.606,31484.411,13561.682,19024.895,16953.618,28557.1812,0.121,-3.078,57,2680.821702,sp|P36551|HEM6_HUMAN
PF3D7_1142500,chr11,79686.107,81722.033,127694.412,32219.84485,233762.551,366711.137,325760.341,182902.573,85455.082,46678.443,35702.214,22259.48,21535.792,15370.809,30597.1625,0.147,-3.434,46,0,
PF3D7_1142600,chr11,198115.626,106200.392,109567.609,133529.0617,671504.289,880027.538,701248.141,408193.32,193724.037,149475.888,111385.839,10520.781,22225.687,20808.767,790.86,0.127,-2.613,38,3499.97,sp|P18077|RL35A_HUMAN
PF3D7_1142700,chr11,45505.5,40622.658,36091.201,12542.89135,60945.565,61919.297,41663.77,24184.376,21284.358,18473.97,13496.515,39473.473,30507.193,13584.143,17891.7997,0.128,-2.892,535,666.6626016,sp|Q96G04|EF2KT_HUMAN
PF3D7_1142800,chr11,6711.958,12116.805,18396.312,8862.37665,3374.026,8198.109,16764.75,25202.993,28653.994,22351.396,15550.604,19491.735,20639.087,12524.363,1961.1277,0.171,-2.815,72,0,
PF3D7_1142900,chr11,4428.971,1433.835,2133.729,7408.9347,954.697,208.209,248.637,3100.895,8217.518,12882.399,17778.25,6029.352,2703.668,2895.698,255.7092,0.238,-2.647,251,0,
PF3D7_1143000,chr11,359843.666,21615.889,34684.39,12390.04475,1050.1,531.144,11162.883,28175.605,39237.809,19806.694,21600.123,37599.806,52060.342,31815.548,134807.1277,0.122,-3.126,140,1989.512565,sp|Q8NFV4|ABHDB_HUMAN
PF3D7_1143100,chr11,45020.776,4478.454,3425.401,125474.8548,15366.891,2031.903,1330.897,4848.012,24371.264,69059.273,148955.527,202430.231,302974.143,321063.491,167373.3256,0.406,-2.557,1413,0,
PF3D7_1143200,chr11,16760.713,1739.78,7333.297,33103.70295,6232.821,7417.775,5797.095,60799.673,84628.301,67193.033,62365.009,14702.443,9814.915,13455.1,202.006,1,-1.058,158,2274.104673,sp|Q9H1X3|DJC25_HUMAN
PF3D7_1143300,chr11,95038.949,41180.46,30191.374,37529.5927,66739.832,92683.763,85958.94,47800.149,51468.547,47159.955,34872.52,34254.278,39444.608,55551.01,74791.2626,0.129,-2.889,103,3453.5,sp|O15160|RPAC1_HUMAN
PF3D7_1143400,chr11,128965.215,80916.767,70982.013,40909.1413,74956.418,106498.865,118122.7,95492.72,84136.678,68004.867,50305.625,33377.996,33442.177,41285.526,50540.165,0.978,-2.774,4,6516.109032,sp|P47813|IF1AX_HUMAN
PF3D7_1143500,chr11,5880.409,11595.958,18791.208,11199.8379,1379.664,905.256,7201.696,17992.458,18262.858,16226.732,17866.363,9948.525,23450.447,16068.856,7380.288,1,-1.116,766,398.63918,sp|Q5GLZ8|HERC4_HUMAN
PF3D7_1143600,chr11,14905.867,11219.928,5271.766,22839.5322,2366.032,636.86,752.903,5522.589,21918.43,16029.313,25414.612,27814.997,25039.226,16309.962,61716.4156,0.907,-2.266,150,0,
PF3D7_1143700,chr11,7576.253,1163.52,1864.201,5230.3349,481.367,296.784,2880.786,5757.483,9286.862,4640.383,6906.258,28421.616,29278.53,12672.909,76946.4969,0.985,-2.702,572,0,
PF3D7_1143800,chr11,9807.173,18263.952,17029.812,50006.53285,37881.401,40557.533,33489.511,18604.377,19534.283,25376.298,55507.986,17051.488,22496.823,29098.959,44639.9655,0.12,-3.012,503,1345.923915,sp|Q6IQ20|NAPEP_HUMAN
PF3D7_1143900,chr11,14753.111,13161.464,18674.12,9048.35795,8060.853,15207.048,18078.106,14345.807,14484.414,7957.7,11478.432,372543.636,290937.707,195757.751,50020.3376,0.572,-3.067,152,2583.086957,tr|A0A7P0T9R3|A0A7P0T9R3_HUMAN
PF3D7_1144000,chr11,230687.406,136451.451,186490.249,52994.3704,331462.965,459731.337,420320.176,266216.047,132480.914,87607.17,63727.655,25509.777,45783.122,39579.112,17705.7104,0.776,0,6,4512.195122,sp|P63220|RS21_HUMAN
PF3D7_1144100,chr11,37222.457,119793.456,130575.035,12842.37765,6297.599,10463.307,38642.093,52729.806,34475.797,23768.134,20862.974,35593.535,73107.699,66784.145,62371.9477,0.222,-4.036,14,2276.429268,tr|H0YDP7|H0YDP7_HUMAN
PF3D7_1144200,chr11,8162.752,13898.798,14126.195,6366.82395,8973.003,8931.282,6550.41,4518.813,6744.053,5661.592,6077.79,12975.403,25004.638,8319.938,89852.6573,1,-0.008,236,0,
PF3D7_1144300,chr11,526531.426,58878.884,73772.957,14504.3933,91440.198,155507.963,153840.271,89754.519,43544.45,25501.21,16123.978,2983.411,4368.252,536.367,5055.7763,,,1,0,
PF3D7_1144400,chr11,2408.572,5082.641,5436.486,466.31645,1047.619,279.819,149.227,427.227,1031.625,822.998,672.436,24909.4,29881.602,10582.588,129428.1791,1,-2.314,1310,0,
PF3D7_1144500,chr11,182070.875,283175.204,337502.129,4366.487,26320.931,16217.257,21881.322,20167.572,11281.581,6148.384,5724.166,9279.612,13689.397,12126.276,3394.8339,0.154,-2.669,103,2603.531657,sp|Q9UBE0|SAE1_HUMAN
PF3D7_1144600,chr11,371891.017,312542.523,462483.671,15315.1464,62877.94,62145.485,58693.344,54852.156,45925.212,30194.175,23899.344,60023.225,67719.034,157198.094,47170.1069,0.21,-2.701,115,0,
PF3D7_1144700,chr11,7987.847,29054.861,52206.36,16219.9712,6849.71,5056.865,30825.946,68154.36,72273.755,35197.228,33608.648,37543.085,73696.927,78226.981,52236.8623,0.12,-3.003,85,0,
PF3D7_1144800,chr11,5904.664,22354.101,19206.283,6393.176,2088.586,802.588,4301.239,12329.572,21414.258,13300.088,8075.158,50492.866,109262.047,92391.035,78468.0264,0.204,-2.694,343,0,
PF3D7_1144900,chr11,56695.228,64795.233,75814.081,21503.22645,12448.241,17665.998,19422.799,44288.872,54462.363,49907.547,38428.762,40845.301,33719.544,34374.235,13386.1881,0.78,-2.414,13,6038.646377,sp|P20340|RAB6A_HUMAN
PF3D7_1145000,chr11,112322.318,16386.158,15184.434,13077.80395,1648.708,259.702,1939.309,4196.332,12840.194,13829.608,18425.861,5181.347,2145.746,3011.749,16444.1556,0.995,-1.41,430,0,
PF3D7_1145100,chr11,54198.059,68009.515,73037.425,32029.0116,40025.573,40606.432,32244.26,39789.2,55824.166,50604.224,43209.113,15028.048,17860.008,13143.884,12526.0433,0.133,-3.165,334,1900.726124,sp|Q9Y678|COPG1_HUMAN
PF3D7_1145200,chr11,2700.143,861.462,1301.097,36877.5735,4688.186,708.389,282.657,15317.447,51479.588,90802.02,75112.605,84205.833,189501.91,354995.353,125200.6145,1,-2.278,2159,436.7180645,sp|Q9UQB9|AURKC_HUMAN
PF3D7_1145300,chr11,7927.983,5619.063,10636.018,12222.26085,10106.281,7469.261,8586.177,13776.257,20040.026,16168.486,18259.81,12843.147,12542.388,16548.969,0,0.222,-2.581,49,4137.877011,sp|Q9P021|CRIPT_HUMAN
PF3D7_1145400,chr11,79260.388,110922.604,97956.397,60377.4298,30613.07,23577.511,31711.358,89459.451,113616.258,125630.228,97362.047,178014.827,156198.405,291485.329,185574.2717,0.12,-3.055,143,2915.172043,sp|O00429|DNM1L_HUMAN
PF3D7_1145500,chr11,60342.792,20422.755,18806.361,7123.14145,1284.662,4343.265,27386.708,32616.121,25501.308,13123.553,10571.936,28279.095,23096.368,11887.629,0,1,-0.269,463,852.3481393,sp|Q9NP78|ABCB9_HUMAN
PF3D7_1145600,chr11,167.751,7229.886,14638.766,6200.10885,896.636,661.613,4524.905,14513.999,18680.389,15029.509,9770.646,14802.939,27209.105,10240.414,24703.2023,0.241,-2.714,353,826.7144674,sp|Q6PI78|TMM65_HUMAN
PF3D7_1145700,chr11,180035.534,191442.425,190572.195,6438.58295,585.214,333.384,2074.855,10674.526,15854.646,10806.933,8971.883,6929.461,11460.894,2966.519,27322.9371,0.131,-3.049,352,1406.253646,sp|Q7L2J0|MEPCE_HUMAN
PF3D7_1145800,chr11,27413.903,46478.56,48723.917,5515.07695,17089.076,24097.144,20873.01,11725.315,10574.716,9621.18,7511.474,19495.374,25742.519,7601.864,21141.2664,0.203,-2.592,1389,0,
PF3D7_1145900,chr11,3544.417,6539.575,3542.87,7490.7205,1269.473,2394.27,3058.983,7062.932,11550.491,8295.417,8933.643,36176.802,45186.959,23570.495,20269.0607,1,-0.662,220,0,
PF3D7_1146000,chr11,34591.995,42158.615,29160.044,20921.97745,49044.04,58675.119,53688.135,30173.657,27349.041,27680.413,18724.406,50653.709,60176.795,41936.318,100421.8534,0.13,-2.961,374,2821.707907,sp|Q9NVX2|NLE1_HUMAN
PF3D7_1146100,chr11,6694.598,4446.294,4904.085,9706.5161,1770.681,2439.067,3170.191,5594.012,4183.692,5204.968,7944.753,162676.563,250237.209,619588.114,76286.1552,0.142,-2.886,84,0,
PF3D7_1146200,chr11,5070.436,11609.985,9410.289,26656.36975,7471.687,21222.137,22322.397,11242.29,14271.615,17281.217,40386.097,330876.93,503738.954,897222.79,533340.2908,0.182,-2.611,88,0,
PF3D7_1146300,chr11,1165592.353,14247.158,13507.916,6608.8204,376.82,132.772,197.808,389.436,1955.294,2373.132,4554.953,15021.27,5706.695,21989.231,0,0.748,-2.967,123,0,
PF3D7_1146500,chr11,482.835,2611.497,4356.996,1681.64855,292.842,131.872,102.166,796.523,2567.306,1497.509,3712.017,12249.597,22822.636,7303.797,28568.0537,0.774,-1.133,129,2050.452997,tr|A0A2R8YEJ5|A0A2R8YEJ5_HUMAN
PF3D7_1146600,chr11,105586.809,16873.88,14748.587,45448.8036,6831.08,2495.915,7623.944,13670.913,19887.55,59141.626,78499.334,11153.066,8437.599,8360.39,5997.2088,1,-2.157,771,392.0061491,sp|P25208|NFYB_HUMAN
PF3D7_1146700,chr11,3893.193,947.748,2804.333,488.0266,46.668,13.823,0,111.213,40.75,209.497,549.875,5407.096,4020.335,607.033,28543.0641,1,0.591,478,1334.179551,sp|Q86VH2|KIF27_HUMAN
PF3D7_1146800,chr11,666.795,503.274,5299.494,3578.7251,478.803,263.076,278.056,290.976,1146.347,2626.231,3428.508,83620.573,90680.901,37201.866,20294.7708,1,-1.589,1952,0,
PF3D7_1146900,chr11,1507.427,7887.12,17929.221,4584.50145,5761.904,4658.388,3289.124,6821.399,6630.176,4477.249,5795.565,13096.344,8684.646,10433.942,2973.0118,0.565,-2.48,53,2594.555676,sp|Q96EC8|YIPF6_HUMAN
PF3D7_1147000,chr11,240757.261,69650.091,62275.965,2129.74365,169.906,113.766,426.636,1068.105,2045.541,1660.687,2537.681,3319.563,1747.678,1854.561,4691.0226,1,-0.719,2030,0,
PF3D7_1147100,chr11,21809.386,55245.414,33988.238,709.09045,35.577,0,0,0,296.974,49.963,363.907,1100.51,7682.203,6862.997,0,0.698,-3.542,51,1862.735294,sp|Q8WW35|DYT2B_HUMAN
PF3D7_1147200,chr11,1110836.571,6019.476,4899.828,2522.15825,128.104,39.565,14.634,164.752,1838.188,2448.792,3725.279,64155.832,117888.931,185479.071,80987.4358,1,-1.94,1784,395.6409074,sp|Q8NHH1|TTL11_HUMAN
PF3D7_1147300,chr11,897803.348,63658.06,69279.582,40507.44175,3872.726,11946.996,62710.209,105263.664,110101.542,106135.661,61217.449,54184.202,36535.785,43339.874,26444.3038,1,-2.1,711,0,
PF3D7_1147400,chr11,66195.884,38627.553,61106.051,19511.8918,1509.654,1208.902,15936.355,42391.73,43903.174,33607.413,37931.692,17761.118,13147.205,23904.51,35181.0757,0.153,-2.944,17,0,
PF3D7_1147500,chr11,357398.086,27275.262,32004.105,4294.5581,9820.139,19926.722,18656.788,9876.188,6826.51,4315.335,4486.264,6952.686,5598.148,9505.977,6048.1889,0.128,-3.062,616,1213.435645,sp|P49356|FNTB_HUMAN
PF3D7_1147600,chr11,1137787.939,35374.251,58772.283,8347.0944,782.891,768.4,4254.184,10065.536,23346.997,14920.339,16656.262,31339.124,24497.446,15040.987,17497.8705,0.868,-1.676,181,0,
PF3D7_1147700,chr11,144170.706,75868.473,81470.362,19969.13565,2212.88,3340.364,29998.372,62390.213,67204.976,55487.851,34838.398,31794.559,31174.25,11514.751,21187.0468,1,-1.703,35,1428.592208,sp|P30049|ATPD_HUMAN
PF3D7_1147800,chr11,1611193.461,11552.943,11341.75,25549.92745,35429.857,19742.513,4692.924,4974.487,9676.195,16970.492,11563.408,5264.015,12410.545,5216.785,357.9399,1,-0.858,196,262.7752798,tr|F8WB16|F8WB16_HUMAN
PF3D7_1147900,chr11,311539.728,38161.273,41247.615,19631.82805,45653.167,43998.992,22956.135,40224.302,46690.456,32285.435,34858.226,21893.925,22398.26,34418.76,66186.8405,0.141,-3.386,29,0,
PF3D7_1148000,chr11,725683.015,59667.537,70354.801,12629.5576,1835.338,1582.945,19509.7,39570.579,32976.366,30285.549,18552.629,15820.046,17150.448,9727.098,7896.8026,0.119,-2.973,530,622.8068579,sp|Q9UKI8|TLK1_HUMAN
PF3D7_1148100,chr11,1665.17,13883.462,12309.221,,,,,,,,,,,,,,,3,0,
PF3D7_1148200,,2863735.018,495053.101,747543.48,,,,,,,,,,,,,,,,0,
PF3D7_1148500,chr11,80080651.66,389530.67,1385352.129,,,,,,,,,,,,,,,1,0,
PF3D7_1148600,,214.119,298.631,558.581,,,,,,,,,,,,,,,,0,
PF3D7_1148620,chr11,901130.303,244977.531,457165.408,,,,,,,,,,,,,,,1,0,
PF3D7_1148640,,12719.871,1588.321,4419.692,,,,,,,,,,,,,,,,0,
PF3D7_1148700,chr11,1284.987,8759.6,9050.016,52695.3035,391054.134,432654.705,26992.973,9901.846,8865.497,14995.36,15109.698,13780.973,22164.827,16120.856,5836.5829,0.386,-2.739,262,0,
PF3D7_1148800,chr11,0,74.321,60418.245,21089.836,170296.406,31351.672,9130.618,9298.116,7878.001,8516.756,18784.334,2925.159,6323.022,3625.827,50597.2944,1,-2.514,152,0,
PF3D7_1148900,chr11,0,5720.527,4836.94,68450.14895,248223.871,112483.795,6269.676,2680.619,5045.652,4889.667,25842.085,3039.171,5576.163,6207.087,35764.0133,1,-1.596,10,0,
PF3D7_1149000,chr11,210.102,3436.047,6001.361,6574.68325,1356.422,39093.285,54468.994,54704.746,30783.757,24446.775,12493.511,19379.975,20472.094,17714.955,30635.8988,1,-0.293,89,123.090169,sp|Q96JE9|MAP6_HUMAN
PF3D7_1149100,chr11,0,17.773,19140.051,71765.82265,46001.789,178330.281,380379.197,227561.41,81766.952,74975.68,45670.694,127902.275,68859.437,33083.565,44996.6726,0.983,-2.738,70,0,
PF3D7_1149200,chr11,1394.37,10823.243,3594.22,2281022.148,576221.638,60920.494,9794.563,3855.109,44560.307,137044.493,963462.842,5720.47,1594.393,1154.024,6809.6126,1,-2.517,516,339.4495413,sp|P31689|DNJA1_HUMAN
PF3D7_1149300,chr11,0,64.517,5120.481,11959.7036,6833.151,3788.839,7336.684,4363.823,4669.457,7042.612,9786.245,1014.518,557.359,1096.868,31067.249,1,-2.749,233,0,
PF3D7_1149400,chr11,,,,8425.45235,6915.527,147123.011,127263.319,68508.854,29405.266,19781.262,14812.478,0,0,0,0,0.449,-2.342,102,0,
PF3D7_1149600,chr11,0,1602.907,398.563,163649.7441,155826.455,79304.523,20828.428,5276.755,9676.389,18686.765,84507.986,3215.48,6015.625,3613.096,6622.9654,1,-0.493,882,532.2092437,tr|F8WF76|F8WF76_HUMAN
PF3D7_1149700,chr11,,,,14376.66215,7041.853,4010.871,2200.759,1983.16,3674.738,1976.105,5455.007,0,0,0,0,0.418,-3.2,,0,
PF3D7_1149800,chr11,,,,2263.08715,6572.981,14290.367,17151.372,1658.102,91.315,679.691,661.833,1114.804,0,667.327,19394.7321,1,-1.316,,0,
PF3D7_1149900,chr11,,,,1732.94415,147.297,21352.996,49903.611,4425.538,1526.505,1818.43,1699.416,0,250.532,933.002,0,0.27,-2.556,,0,
PF3D7_1150000,chr11,,,,80.2979,0,253.587,635.176,77.599,148.151,128.397,183.389,134.775,0,0,0,0.758,-2.244,,0,
PF3D7_1150200,chr11,,,,119.5147,0,100.592,191.127,45.19,25.02,44.451,130.705,0,740.91,0,0,0.194,-2.634,,0,
