Chr,Gene,Ring,ET,LT,Schizont,GII,GV,MIS,MFS,Number_of_Haplotypes,Number_of_Haplotypes_Above_25_Samples
chr11,PF3D7_1150100,,,,,,,0.171,-3.041,,
chr11,PF3D7_1150200,10.703,2.7753,1.0612,0,0,0,0.194,-2.634,,
chr11,PF3D7_1150300,4.7355,0,0.5634,0,0,0,0.408,-2.396,,
chr11,PF3D7_1150400,138.5168,105.4232,5.0182,31.7712,2.6683,0.9224,,,,
chr12,PF3D7_1200100,116.302,111.3872,44.4467,12.9715,17.7354,13.2703,1,-2.01,,
chr12,PF3D7_1200200,79.3588,110.1038,37.4766,3.9693,3.9337,4.4196,0.422,-2.598,,
chr12,PF3D7_1200300,21.7279,2.2047,0.562,0,2.2711,0.3926,1,-1.269,,
chr12,PF3D7_1200400,163.6972,134.2133,6.7658,9.392,25.8871,21.3673,1,-1.803,,
chr12,PF3D7_1200500,89.1491,131.4487,4.5062,18.3752,6.5371,3.3898,0.381,-2.617,,
chr12,PF3D7_1200600,180.7673,24.3128,3.5364,1.311,5.702,2.1334,1,-1.899,,
chr12,PF3D7_1200610,0,0,0,0,0,0,,,,
chr12,PF3D7_1200700,972.7415,29.7805,20.5792,1.1189,3.1417,1.4375,1,-2.229,361,42
chr12,PF3D7_1200800,80.8102,46.1952,22.034,3.7128,33.8509,38.7953,1,-2.428,198,19
chr12,PF3D7_1200900,87.8262,146.6717,39.0662,28.3419,12.2682,28.6273,0.31,-2.581,109,9
chr12,PF3D7_1201000,170.5057,2460.2422,331.0933,10.8409,14.6003,5.1425,0.967,-2.448,184,25
chr12,PF3D7_1201100,29.5405,358.4453,9.1975,2.0092,3.3186,3.6711,1,-2.206,305,22
chr12,PF3D7_1201200,165.4434,12.3796,18.3985,1.4568,5.5342,6.8624,0.873,-2.551,77,8
chr12,PF3D7_1201300,24.4468,10.8672,2.0776,0,11.1947,8.7075,0.146,-3.281,22,6
chr12,PF3D7_1201400,36.6776,24.8741,7.2732,0.7605,2.5121,6.2528,1,-0.945,1910,61
chr12,PF3D7_1201500,181.298,125.1835,40.4067,2.5349,29.3083,78.1597,0.122,-3.045,138,10
chr12,PF3D7_1201600,38.7478,3.1729,31.5437,16.4906,129.107,2441.483,0.643,-3.088,74,10
chr12,PF3D7_1201700,10.7265,3.6506,11.566,9.7578,62.857,284.4338,0.179,-2.897,72,8
chr12,PF3D7_1201800,12.3668,11.1393,34.0748,25.2631,29.7309,104.6723,0.139,-3.104,79,1
chr12,PF3D7_1201900,32.3848,64.1267,58.8483,34.2809,24.5364,51.3824,0.978,0.672,60,6
chr12,PF3D7_1202000,23.6377,28.8651,32.8662,3.3338,14.9777,30.4954,0.119,-2.992,331,13
chr12,PF3D7_1202100,1.8201,1.9823,5.6306,2.6492,13.7108,75.1812,0.53,-2.382,218,13
chr12,PF3D7_1202100,0,0,0,0,0,0,0.53,-2.382,218,13
chr12,PF3D7_1202200,26.548,5.5602,255.4293,162.2419,124.3744,172.691,0.736,-2.302,80,7
chr12,PF3D7_1202300,11.08,1.1011,6.911,2.7234,10.7175,38.4971,1,-0.865,2990,30
chr12,PF3D7_1202400,19.2435,5.9879,46.0784,14.0046,229.7736,247.2928,0.599,-2.292,29,2
chr12,PF3D7_1202500,92.0087,32.9507,17.3554,3.4024,23.3785,44.4116,0.982,-2.691,736,20
chr12,PF3D7_1202600,498.8559,688.3616,528.551,764.2276,93.2943,97.6243,0.215,-2.72,756,17
chr12,PF3D7_1202700,177.6921,107.1434,29.1613,6.4626,29.2477,48.7093,0.226,-2.862,226,12
chr12,PF3D7_1202800,296.0776,75.1175,34.6362,36.1703,99.5718,110.0513,0.132,-3.489,76,6
chr12,PF3D7_1202900,2306.1695,939.7016,1057.4521,721.624,237.6937,175.6701,0.339,-2.546,5,2
chr12,PF3D7_1203000,39.5366,24.81,178.4419,104.222,92.0924,95.837,0.937,-2.52,404,12
chr12,PF3D7_1203100,99.46,66.1175,43.032,10.967,318.814,1261.3159,0.2,-2.655,127,11
chr12,PF3D7_1203200,49.3753,54.3359,32.9557,20.4497,210.3835,865.7433,0.153,-3.202,43,2
chr12,PF3D7_1203300,23.0802,10.6309,62.1486,17.6808,25.7965,191.8169,0.138,-3.114,597,15
chr12,PF3D7_1203400,20.6865,31.9908,151.236,143.2915,60.3177,68.9763,1,0.3,570,11
chr12,PF3D7_1203500,263.6425,58.48,71.1772,23.1165,32.6667,134.8538,0.128,-2.983,288,10
chr12,PF3D7_1203600,67.3011,25.9371,26.4469,7.4891,82.6306,226.8113,0.12,-3.029,54,1
chr12,PF3D7_1203700,903.1995,827.9759,1302.936,331.8355,233.655,161.6519,0.139,-3.031,19,1
chr12,PF3D7_1203800,,,,,,,,,2,1
chr12,PF3D7_1203900,224.1635,510.5049,503.6589,431.8766,4051.9672,1931.3046,0.554,-2.159,3,1
chr12,PF3D7_1204000,21.1501,3.2906,2.0132,0,28.4741,74.1772,0.175,-2.844,82,2
chr12,PF3D7_1204100,66.1499,16.5235,18.4128,3.6805,19.2101,85.869,1,-1.354,752,23
chr12,PF3D7_1204200,177.8697,24.2676,41.6749,10.6212,91.6629,328.3995,0.999,-2.551,311,16
chr12,PF3D7_1204300,816.3679,1794.5882,1310.2803,625.6911,903.0085,250.3243,1,0,7,1
chr12,PF3D7_1204400,8.1933,1.2747,1.706,0,153.6401,1026.1713,0.999,-2.254,167,5
chr12,PF3D7_1204500,43.2371,32.4947,39.2368,10.6664,23.4906,79.4807,0.126,-3.204,65,1
chr12,PF3D7_1204600,59.3327,47.4204,22.2421,3.9433,18.8885,125.3032,0.142,-2.665,152,6
chr12,PF3D7_1204700,8.4102,5.3879,27.6651,9.6009,187.1237,176.3852,0.132,0,56,3
chr12,PF3D7_1204900,1.8172,2.4738,23.2426,3.3062,29.8526,41.3428,0.999,-1.915,72,4
chr12,PF3D7_1205000,23.9659,4.5791,154.5803,95.8761,32.3459,91.9013,0.476,-2.525,394,13
chr12,PF3D7_1205100,31.7173,42.9608,57.0502,28.9661,8.6717,6.2023,1,-1.306,235,7
chr12,PF3D7_1205200,6.3634,1.2375,26.4992,17.3662,35.6956,107.0927,0.132,-3.193,124,5
chr12,PF3D7_1205300,13.5973,0.5037,38.5194,18.8486,15.0474,62.153,0.12,-3.25,181,10
chr12,PF3D7_1205400,26.4076,26.2949,38.4894,20.4994,13.1205,29.6285,1,-2.114,1089,41
chr12,PF3D7_1205500,465.8439,94.1167,510.8075,297.4482,105.3159,257.6078,1,-2.234,871,27
chr12,PF3D7_1205600,40.1463,203.8867,363.4901,168.6489,98.0846,90.6011,0.149,-2.679,89,6
chr12,PF3D7_1205700,8.9296,10.1525,21.6575,4.9989,164.0332,280.8656,1,-1.692,92,3
chr12,PF3D7_1205800,291.1335,334.0198,298.3992,166.6077,31.4646,69.1457,1,-2.862,1370,25
chr12,PF3D7_1205900,198.3524,304.555,253.4825,194.5481,16.9255,24.422,0.142,-2.817,381,12
chr12,PF3D7_1206000,27.5368,4.2843,58.4701,84.2707,32.5911,52.9886,1,-2.559,58,4
chr12,PF3D7_1206100,10.7538,0.9653,21.653,31.1038,16.5725,66.5145,0.991,-0.085,37,1
chr12,PF3D7_1206200,748.3627,961.134,368.9884,168.9692,100.3392,39.6259,0.123,-2.98,211,13
chr12,PF3D7_1206300,30.7157,8.8863,45.6066,99.1435,18.5117,50.3165,0.599,-2.564,440,6
chr12,PF3D7_1206400,8.3818,2.1734,7.064,15.2497,8.396,49.9229,0.999,-0.46,120,2
chr12,PF3D7_1206500,43.3326,10.5943,6.6288,3.0034,37.3708,208.8765,1,-2.178,177,5
chr12,PF3D7_1206600,247.0697,236.9714,84.3743,12.4657,21.7429,76.9585,0.972,-2.834,331,17
chr12,PF3D7_1206700,286.1564,354.3291,207.6509,61.2888,106.9753,218.5362,0.366,-2.497,199,12
chr12,PF3D7_1206800,22.6534,25.781,57.8994,6.106,34.9625,33.9931,0.206,-3.331,321,6
chr12,PF3D7_1206900,17.2546,10.3251,22.6353,4.293,27.6544,125.9355,1,0.703,400,8
chr12,PF3D7_1207000,28.2658,17.4614,125.6211,118.1223,17.2263,46.884,1,-0.871,1068,32
chr12,PF3D7_1207100,194.3598,212.9485,112.7682,21.9296,35.7688,69.965,0.992,-2.589,439,19
chr12,PF3D7_1207200,12.3582,2.4863,17.3025,10.5961,6.6592,26.6509,1,-1.651,2039,24
chr12,PF3D7_1207300,5.3989,0.84,3.8542,0,193.8255,1061.1623,0.99,0,51,2
chr12,PF3D7_1207400,17.82,2.6405,12.1156,0,9.5202,64.5292,0.137,-2.975,177,12
chr12,PF3D7_1207500,14.6374,14.8027,73.146,56.8131,194.1297,145.9799,0.176,-3.255,37,1
chr12,PF3D7_1207600,53.8681,103.8513,52.4817,5.6816,22.5224,52.8795,0.715,-3.103,266,11
chr12,PF3D7_1207700,17.624,6.855,4.9339,1.2574,44.4466,602.6844,0.141,-2.858,80,1
chr12,PF3D7_1207800,48.8179,50.9748,30.2114,11.9219,7.8767,7.2158,1,0.267,877,24
chr12,PF3D7_1207900,28.6368,17.7074,25.3358,5.3437,26.479,57.9736,0.371,-3.489,214,9
chr12,PF3D7_1208000,35.4784,18.9744,18.4679,5.3791,101.2855,51.5999,0.139,-3.406,32,1
chr12,PF3D7_1208100,40.5817,71.8511,16.4751,3.5358,8.0533,29.3278,0.137,-3.186,2681,40
chr12,PF3D7_1208200,18.4029,1.9088,1.8247,0.744,5.7351,29.8666,1,-1.061,3584,48
chr12,PF3D7_1208300,16.7803,48.0375,63.889,11.3978,196.3278,319.0824,0.122,-3.08,60,1
chr12,PF3D7_1208400,27.1652,2.7969,34.1038,31.0111,17.2873,65.1569,1,-1.474,725,25
chr12,PF3D7_1208500,17.5555,17.5365,8.3076,1.9358,11.8302,39.6256,1,-2.203,1939,61
chr12,PF3D7_1208600,25.745,108.3305,68.9211,2.8388,419.1865,42.3065,0.144,-2.839,12,1
chr12,PF3D7_1208700,22.6673,28.8545,26.9697,9.9977,27.5224,199.5173,0.139,-2.799,191,9
chr12,PF3D7_1208800,115.8545,53.8853,84.8831,35.5004,39.8729,215.5775,1,-2.489,741,25
chr12,PF3D7_1208900,30.0124,96.4607,381.6008,234.7022,100.3173,128.1062,1,-2.475,431,11
chr12,PF3D7_1209000,43.5314,94.8185,73.924,36.4801,58.3521,79.2635,0.38,-2.814,76,3
chr12,PF3D7_1209100,20.6957,9.6032,12.9599,1.7616,16.0028,116.0242,1,-2.442,672,18
chr12,PF3D7_1209200,98.206,105.4146,111.8643,57.2497,481.9524,52.5138,0.519,-2.439,37,2
chr12,PF3D7_1209300,57.7717,200.1329,423.3641,1250.8099,97.7939,48.373,1,-1.082,548,11
chr12,PF3D7_1209400,20.9029,31.1473,116.8208,79.9888,33.7375,16.0264,0.502,-2.659,458,15
chr12,PF3D7_1209500,0.8363,0.2169,1.4925,5.4099,3.5743,5.5603,1,-2.516,476,27
chr12,PF3D7_1209500,0,0,0,0,0,0,1,-2.516,476,27
chr12,PF3D7_1209600,7.6129,2.3689,13.1339,20.3144,14.6416,47.4522,0.132,-2.946,267,10
chr12,PF3D7_1209700,15.3463,20.0139,31.6849,16.424,111.0429,218.695,1,0.319,70,2
chr12,PF3D7_1209800,24.7981,22.506,42.7822,12.0313,171.564,266.5484,0.158,-3.146,60,3
chr12,PF3D7_1209900,16.526,20.6229,56.9399,48.4414,23.7276,88.1299,1,-1.952,331,10
chr12,PF3D7_1210000,13.1479,26.5169,92.412,55.5204,19.1213,47.7552,0.191,-3.282,95,2
chr12,PF3D7_1210100,9.3427,21.8036,64.3142,28.0602,106.9559,206.5021,0.13,-2.884,48,3
chr12,PF3D7_1210200,14.3011,1.6224,4.7856,5.0593,42.0212,764.2584,1,-1.333,1137,37
chr12,PF3D7_1210300,42.153,31.1919,11.0094,2.4941,96.3961,136.7135,0.126,-2.902,127,3
chr12,PF3D7_1210400,57.7515,41.0403,47.3563,8.33,14.5094,17.3825,0.432,-2.517,512,21
chr12,PF3D7_1210500,70.1585,3.8639,7.0178,1.5061,18.9066,40.5059,0.277,-3.309,214,11
chr12,PF3D7_1210600,185.049,88.423,122.6637,41.9121,42.8114,71.3224,0.978,-2.885,567,26
chr12,PF3D7_1210700,11.9168,4.6351,47.4098,31.6184,19.9946,54.9355,1,-0.751,295,15
chr12,PF3D7_1210900,8.7515,1.3616,18.7427,3.1845,29.4552,36.9119,0.181,-2.588,133,6
chr12,PF3D7_1211000,32.3572,4.6172,17.0853,13.4693,4.1426,48.2936,1,0.076,537,17
chr12,PF3D7_1211100,61.1045,13.7599,26.7851,3.9008,101.7994,109.5847,1,-2.169,92,1
chr12,PF3D7_1211200,62.5375,117.5683,57.6429,7.9599,14.6943,53.8991,0.119,-3.013,1203,39
chr12,PF3D7_1211300,14.6451,2.5674,39.8809,25.0189,17.6867,28.9713,0.999,-2.907,359,13
chr12,PF3D7_1211400,320.0729,218.8364,376.0302,67.9625,896.8076,222.9497,0.261,-2.79,12,1
chr12,PF3D7_1211500,50.0774,16.5852,30.3811,3.6083,17.0851,37.498,0.386,-3.224,149,4
chr12,PF3D7_1211600,66.7403,85.9047,52.125,18.1517,8.7043,30.0405,1,-1.364,1839,26
chr12,PF3D7_1211700,29.9032,20.108,873.3442,552.6608,24.1664,30.0122,0.252,-2.757,24,1
chr12,PF3D7_1211800,113.6971,181.7235,565.1184,595.8663,105.106,81.5923,0.272,-3.296,1,1
chr12,PF3D7_1211900,199.8,548.4598,399.6005,197.9385,31.3802,38.599,0.119,-3.089,462,19
chr12,PF3D7_1212000,6.3462,15.3042,92.8745,36.9479,153.5857,89.3987,0.133,-3.056,52,1
chr12,PF3D7_1212100,25.9786,17.1587,53.3626,29.7264,30.2454,86.5655,0.143,-3.15,216,10
chr12,PF3D7_1212200,11.474,13.2612,15.7971,1.5905,8.144,28.3353,0.131,-3.156,423,16
chr12,PF3D7_1212300,12.1847,11.5522,21.1799,1.8474,14.6466,27.8481,0.999,-1.224,449,16
chr12,PF3D7_1212400,23.1471,22.5081,27.9708,12.2831,42.895,115.1228,0.131,-3.212,167,4
chr12,PF3D7_1212500,162.385,45.5109,310.5585,75.5091,29.7524,32.5702,0.161,-2.732,72,6
chr12,PF3D7_1212600,14.1564,14.0715,17.3112,5.7235,49.1591,91.5071,0.144,-2.953,54,1
chr12,PF3D7_1212700,3052.0383,2788.1829,819.1412,270.3488,95.8031,79.602,0.16,-2.765,316,12
chr12,PF3D7_1212800,52.958,27.5655,120.6914,50.0647,59.9132,180.7433,0.828,-0.409,103,2
chr12,PF3D7_1212900,219.2724,420.1124,368.5555,77.4158,100.1502,126.1097,0.173,-2.746,430,18
chr12,PF3D7_1213000,,,,,,,,,32,3
chr12,PF3D7_1213200,8.9621,32.7671,45.3182,13.0443,40.9366,98.6894,1,-0.976,121,8
chr12,PF3D7_1213300,67.5042,29.1736,5.9494,0,707.2457,348.0393,1,-1.394,66,9
chr12,PF3D7_1213400,14.2119,1.5076,8.0704,3.1342,29.5075,677.002,0.178,-2.786,104,4
chr12,PF3D7_1213500,9.5048,1.1675,5.0593,1.2135,39.2867,1125.2418,0.543,-3.236,200,10
chr12,PF3D7_1213600,10.7782,33.5383,100.5884,14.7073,394.6155,200.1477,0.929,-2.263,1,1
chr12,PF3D7_1213700,54.7753,66.875,37.1118,5.5365,67.0616,56.9039,0.133,-3.188,19,2
chr12,PF3D7_1213800,303.9633,250.6325,246.8533,38.1744,35.6196,15.0287,0.12,-3.106,174,9
chr12,PF3D7_1213900,210.5635,181.7904,103.6875,11.8103,23.6038,50.8805,0.184,-2.806,521,17
chr12,PF3D7_1214000,3.4366,5.8814,39.4573,15.0058,38.555,46.6969,0.955,-2.885,35,4
chr12,PF3D7_1214100,16.0271,5.8969,120.0844,177.5843,8.6781,27.0899,0.135,-2.876,387,10
chr12,PF3D7_1214200,18.6013,4.0517,42.9361,12.6347,10.1364,22.2615,1,-1.751,107,3
chr12,PF3D7_1214300,27.7692,39.6773,73.8342,24.7459,36.3317,89.7241,0.124,-3.107,142,9
chr12,PF3D7_1214400,32.1842,12.95,33.0112,10.7688,96.05,59.9522,0.248,-2.756,29,3
chr12,PF3D7_1214500,23.2616,10.2279,4.5125,1.2267,151.5593,1776.9029,1,-1.522,78,3
chr12,PF3D7_1214600,49.3603,41.8442,64.3763,23.027,221.1052,290.5779,0.303,-2.46,23,2
chr12,PF3D7_1214700,16.1498,5.0253,18.2544,3.9177,73.7687,57.3787,0.12,-2.953,34,3
chr12,PF3D7_1214800,9.1729,2.9732,6.3665,1.8543,669.5391,2556.7341,0.12,-2.835,29,3
chr12,PF3D7_1214900,27.6499,74.0319,244.8222,166.9059,395.2289,482.0341,0.754,-2.246,33,3
chr12,PF3D7_1215000,23.2665,1.2066,59.0563,43.2714,809.8108,281.6686,0.171,-2.937,58,2
chr12,PF3D7_1215100,35.793,114.5887,40.2936,4.0075,56.7045,120.2471,0.657,-3.006,392,11
chr12,PF3D7_1215200,13.8126,4.8841,41.833,7.6153,41.7601,48.0053,0.992,-2.201,47,4
chr12,PF3D7_1215300,31.7102,202.6763,71.8889,4.1581,331.7208,113.2506,0.978,-2.429,7,2
chr12,PF3D7_1215400,13.0292,3.2696,122.5175,108.075,33.3442,52.0462,0.15,-3.227,258,14
chr12,PF3D7_1215500,13.6915,1.3314,21.3809,24.9101,126.1763,427.4175,0.331,-3.321,10,1
chr12,PF3D7_1215600,7.2885,1.8899,99.7268,94.2974,420.532,1309.4024,0.127,-3.223,78,4
chr12,PF3D7_1215700,22.0771,1.0409,0.398,0,5.8972,21.684,1,-2.343,1141,28
chr12,PF3D7_1215800,6.0958,0.7903,0,0,14.6549,11.8211,0.259,-2.335,211,11
chr12,PF3D7_1215900,29.5789,19.3417,48.7094,19.7583,18.5505,15.854,0.992,-2.996,300,18
chr12,PF3D7_1216000,72.3706,101.0481,129.9884,32.6361,33.8304,126.0759,0.173,-3.204,247,14
chr12,PF3D7_1216100,15.2223,3.9472,27.1673,21.5407,77.2575,119.1307,0.125,-3.218,85,3
chr12,PF3D7_1216200,259.4721,396.0661,180.6142,51.5447,112.9705,257.4144,0.135,-3.106,84,7
chr12,PF3D7_1216300,67.7761,58.455,75.8195,30.3809,241.4576,340.4162,0.129,-3.394,28,2
chr12,PF3D7_1216400,485.1489,133.2018,320.6851,126.4929,64.9378,103.0696,0.672,-2.907,480,22
chr12,PF3D7_1216500,12.5771,1.8636,100.1187,10.1701,5488.6513,5182.3013,1,1.33,73,7
chr12,PF3D7_1216600,28.551,1.5865,15.7719,84.1019,151.9867,75.4224,0.123,-2.887,798,89
chr12,PF3D7_1216700,54.1263,19.4334,17.9576,4.2084,21.4093,55.5087,1,-2.741,429,24
chr12,PF3D7_1216800,,,,,,,,,1,1
chr12,PF3D7_1216900,531.96,1024.6589,359.8827,70.1425,44.2484,73.5394,0.137,-2.85,424,22
chr12,PF3D7_1217000,72.0556,45.0624,35.3015,20.5642,16.9831,34.6391,0.939,-2.119,51,2
chr12,PF3D7_1217100,0,0.3564,0.2726,0,3.3047,6.093,0.926,-2.501,172,12
chr12,PF3D7_1217100,0,0,0,0,0,0,0.926,-2.501,172,12
chr12,PF3D7_1217200,423.5299,298.7082,89.3279,13.9028,25.9488,47.9879,0.129,-2.915,668,14
chr12,PF3D7_1217300,119.306,60.3381,99.8589,30.1627,18.5046,25.465,0.36,-2.591,201,9
chr12,PF3D7_1217400,124.8364,31.7527,62.3902,114.9179,27.9346,71.4364,0.994,-2.511,457,19
chr12,PF3D7_1217500,492.3119,215.7277,159.8265,55.4304,298.8032,685.8081,0.167,-2.466,65,8
chr12,PF3D7_1217600,53.6333,9.7028,12.6142,3.0257,26.9873,49.757,0.574,-2.208,115,6
chr12,PF3D7_1217700,128.0322,101.2864,89.3991,28.953,49.5611,157.1291,0.434,-2.649,278,17
chr12,PF3D7_1217800,34.4146,30.9988,34.4814,4.3939,5.806,9.7847,0.169,0,16,3
chr12,PF3D7_1217900,18.1508,31.8703,123.7136,281.7983,45.7139,145.0303,1,-2.577,265,12
chr12,PF3D7_1218000,8.3879,3.4545,48.726,70.619,21.7469,124.0447,0.224,-2.612,77,4
chr12,PF3D7_1218100,11.3516,0.8831,5.7402,1.3769,16.829,22.6421,1,-0.54,121,5
chr12,PF3D7_1218200,63.63,54.7217,57.4614,30.3531,16.8746,39.8201,0.128,-3.095,1862,33
chr12,PF3D7_1218300,118.9443,34.6434,88.0312,67.007,16.4886,33.7319,0.22,-3.402,149,13
chr12,PF3D7_1218400,266.6779,114.6715,164.9443,135.897,148.5388,128.3023,1,-2.15,59,4
chr12,PF3D7_1218500,252.1331,65.3795,121.7063,34.874,14.1789,10.2015,0.13,-3.146,95,5
chr12,PF3D7_1218600,76.3894,121.3868,81.8321,12.5298,11.546,8.3594,0.12,-2.898,120,10
chr12,PF3D7_1218700,26.2516,3.5008,19.1868,5.4585,17.4307,91.3214,1,-0.301,298,9
chr12,PF3D7_1218800,7.8377,5.0211,11.2453,1.1184,88.671,241.587,1,0.565,47,5
chr12,PF3D7_1218900,24.5487,31.6193,26.0958,6.8338,50.9547,338.1398,1,0.106,748,28
chr12,PF3D7_1219000,50.4848,168.5976,124.0645,104.5288,48.5164,72.4829,1,-2.285,604,17
chr12,PF3D7_1219100,78.4203,58.8879,182.8967,81.1413,11.7991,61.8489,0.121,-3.091,415,16
chr12,PF3D7_1219200,,,,,,,0.169,-2.851,,
chr12,PF3D7_1219300,206.6828,258.2883,20.8893,21.9242,27.0704,7.5727,1,0.67,,
chr12,PF3D7_1219400,,,,,,,0.988,-2.094,,
chr12,PF3D7_1219500,,,,,,,0.754,-2.212,,
chr12,PF3D7_1219600,87.931,161.2996,182.1728,67.5317,8.7696,18.2696,0.119,-3.033,196,11
chr12,PF3D7_1219700,31.2607,0,13.9478,0,78.2847,69.8222,0.174,-2.863,32,3
chr12,PF3D7_1219800,6.9414,0,0,0,27.813,77.8805,0.169,-3.149,5,1
chr12,PF3D7_1219900,25.3993,77.6227,130.5946,37.409,708.7565,1303.8597,0.12,-3.096,65,5
chr12,PF3D7_1220000,13.681,0.6652,2.0347,0,16.4452,159.5371,0.214,-2.68,95,8
chr12,PF3D7_1220100,65.1755,44.438,45.8435,7.4403,19.3555,44.9264,0.225,-2.701,242,12
chr12,PF3D7_1220200,,,,,,,1,-1.075,,
chr12,PF3D7_1220300,13.5046,1.6236,83.626,41.3969,13.4784,32.5482,0.121,-2.97,1490,43
chr12,PF3D7_1220400,54.1487,30.7148,28.1866,15.5074,12.0535,75.3163,0.779,-2.514,347,15
chr12,PF3D7_1220500,61.9657,57.8449,29.9245,5.3054,43.2307,117.2357,0.162,-2.839,110,5
chr12,PF3D7_1220600,18.0253,14.0222,28.458,3.3636,11.667,36.5872,0.444,-3.248,135,8
chr12,PF3D7_1220700,7.9927,1.0972,1.1188,0.5703,2.8258,39.3674,1,-2.83,327,15
chr12,PF3D7_1220900,73.5083,228.419,630.9662,324.3071,38.8396,65.1199,0.129,-3.236,23,1
chr12,PF3D7_1221000,18.3108,19.4672,145.0241,75.8087,13.9888,32.6677,1,-1.865,569,6
chr12,PF3D7_1221100,6.2962,1.0495,12.8421,2.1819,160.0146,3327.0383,0.12,-2.71,113,10
chr12,PF3D7_1221200,20.301,49.7462,43.4776,14.7741,82.969,150.1598,0.119,-2.835,32,2
chr12,PF3D7_1221300,14.835,3.4621,103.1098,123.5567,18.823,85.7905,0.995,-2.534,317,3
chr12,PF3D7_1221400,12.6677,1.8249,85.4083,14.7958,73.3155,304.9201,1,-1.951,228,19
chr12,PF3D7_1221500,11.6745,11.0082,21.6774,4.291,4.8195,16.4649,0.125,-3.128,305,9
chr12,PF3D7_1221600,17.2464,10.2858,72.8457,19.524,22.5737,35.5943,0.169,-2.695,251,10
chr12,PF3D7_1221700,16.9329,50.6849,35.4759,12.5015,9.7345,12.2371,0.159,-3.294,195,10
chr12,PF3D7_1221800,212.9306,54.4746,58.624,25.3657,23.6146,35.2875,0.309,-2.637,156,3
chr12,PF3D7_1221900,724.0656,521.2393,41.129,21.6403,29.5878,14.9308,0.23,-3.345,537,18
chr12,PF3D7_1222000,53.6224,8.648,20.6184,1.5863,3.6683,7.6086,0.999,-2.293,269,13
chr12,PF3D7_1222100,24.9736,5.2984,42.8823,20.653,26.8355,32.0763,0.995,-3.033,119,6
chr12,PF3D7_1222300,142.595,508.0698,1069.2336,399.8913,142.6495,418.8184,0.148,-2.824,87,2
chr12,PF3D7_1222400,15.5707,32.0059,95.2,34.7394,17.6693,61.8222,0.997,-2.553,865,21
chr12,PF3D7_1222500,19.2641,16.9576,37.849,26.4403,45.2968,40.8679,0.149,-3.171,74,4
chr12,PF3D7_1222600,21.354,3.049,7.0754,0.6557,6.0651,6.1778,1,-2.72,1948,39
chr12,PF3D7_1222700,38.7228,10.6765,1060.5447,2287.746,888.1143,388.6284,1,-1.808,21,1
chr12,PF3D7_1222800,9.019,0.6101,9.5644,3.805,66.3042,1228.6197,0.592,-2.82,53,3
chr12,PF3D7_1222900,11.6864,3.3671,39.9113,10.4998,40.9288,125.0028,0.238,-3.259,181,7
chr12,PF3D7_1223000,4.835,1.0746,31.6397,33.5111,55.3509,135.1865,0.122,-3.299,46,3
chr12,PF3D7_1223100,23.0077,8.2155,655.8699,2265.4609,37.1772,37.6158,0.399,-2.62,69,6
chr12,PF3D7_1223200,72.333,72.2926,140.2074,99.9358,45.2971,53.3471,0.124,-3.22,65,2
chr12,PF3D7_1223300,57.4464,72.3625,104.563,50.5006,3.5899,21.2434,0.119,-3.116,264,9
chr12,PF3D7_1223400,700.2962,771.1035,404.5631,300.7533,114.8719,78.8935,0.126,-2.87,227,10
chr12,PF3D7_1223500,76.6171,64.0673,50.9073,16.8965,19.2597,97.517,0.142,-2.828,1616,38
chr12,PF3D7_1223600,17.8424,24.1453,28.0843,11.7225,9.6811,28.4988,0.135,-3.199,488,16
chr12,PF3D7_1223700,38.501,84.59,161.878,25.2426,278.5129,135.1253,0.903,-2.369,12,1
chr12,PF3D7_1223800,117.0786,81.2922,65.6211,37.5557,134.9182,110.9732,1,-0.31,60,4
chr12,PF3D7_1223900,19.3054,95.6702,60.4018,36.4249,83.656,20.2042,0.144,-2.577,35,2
chr12,PF3D7_1224000,91.9859,110.5886,133.6086,24.6327,55.0462,102.0138,1,-2.119,124,9
chr12,PF3D7_1224100,13.8514,7.0959,161.1868,175.3823,38.4438,114.8362,0.946,-2.169,14,3
chr12,PF3D7_1224200,14.3125,3.0154,15.61,15.19,17.4432,377.0452,0.974,-2.452,144,10
chr12,PF3D7_1224300,4221.3111,3573.0881,2716.1791,2421.4521,167.5046,147.3695,0.149,-2.725,127,5
chr12,PF3D7_1224400,117.6549,64.6623,19.8163,2.9653,18.8568,50.6686,0.119,-3.218,193,9
chr12,PF3D7_1224500,8.2339,15.431,170.3304,60.8307,131.9672,115.3998,0.411,-2.479,28,1
chr12,PF3D7_1224600,76.2977,126.3924,41.1446,9.3209,54.9839,48.584,0.125,-3.069,46,2
chr12,PF3D7_1224700,49.6266,21.2631,64.9276,35.2695,12.4278,45.1107,0.12,-2.952,650,19
chr12,PF3D7_1224800,29.1838,5.7869,52.7655,360.9181,25.6796,51.5999,0.123,-2.94,84,6
chr12,PF3D7_1224900,84.306,86.3776,56.2702,19.9525,431.7227,305.8965,0.985,0,14,1
chr12,PF3D7_1225000,15.5386,18.681,7.6833,0.9791,6.3069,21.9705,0.14,-3.163,846,38
chr12,PF3D7_1225100,14.3986,39.8937,21.3558,1.9139,15.6481,28.6868,0.811,-3.027,570,22
chr12,PF3D7_1225200,101.3166,82.8166,107.544,43.0424,13.8066,51.7186,0.121,-3.017,395,13
