Chr,Gene,MIS,MFS
chr12,PF3D7_1237400,1,-1.06
chr12,PF3D7_1237500,0.137,-2.906
chr12,PF3D7_1237600,0.16,-2.878
chr12,PF3D7_1237700,0.19,-3.369
chr12,PF3D7_1237800,0.137,-2.692
chr12,PF3D7_1237900,1,-0.82
chr12,PF3D7_1238000,0.138,-2.669
chr12,PF3D7_1238100,0.235,-3.407
chr12,PF3D7_1238200,0.998,-0.03
chr12,PF3D7_1238300,0.132,-2.84
chr12,PF3D7_1238400,1,-2.357
chr12,PF3D7_1238500,0.178,-2.768
chr12,PF3D7_1238600,1,-1.894
chr12,PF3D7_1238700,0.12,-2.78
chr12,PF3D7_1238800,0.131,-2.956
chr12,PF3D7_1238900,0.125,-2.888
chr12,PF3D7_1239000,1,-0.351
chr12,PF3D7_1239100,0.143,-3.089
chr12,PF3D7_1239200,0.12,-2.987
chr12,PF3D7_1239300,0.298,-3.531
chr12,PF3D7_1239400,0.5,-3.158
chr12,PF3D7_1239500,0.188,-2.708
chr12,PF3D7_1239600,0.969,-2.164
chr12,PF3D7_1239700,1,-1.017
chr12,PF3D7_1239800,0.233,-3.382
chr12,PF3D7_1239900,0.12,-3.026
chr12,PF3D7_1240000,0.12,-2.96
chr12,PF3D7_1240100,1,-1.928
chr12,PF3D7_1240200,0.953,-2.192
chr12,PF3D7_1240300,1,-1.423
chr12,PF3D7_1240400,1,-2.332
chr12,PF3D7_1240600,1,-1.848
chr12,PF3D7_1240700,0.286,-2.657
chr12,PF3D7_1240900,1,0.006
chr12,PF3D7_1241100,0.18,-2.897
chr12,PF3D7_1241200,0.123,-3.139
chr12,PF3D7_1241300,0.19,-2.706
chr12,PF3D7_1241400,1,-0.881
chr12,PF3D7_1241500,0.981,-3.044
chr12,PF3D7_1241600,0.138,-3.308
chr12,PF3D7_1241700,0.119,-3.256
chr12,PF3D7_1241800,0.119,-3.034
chr12,PF3D7_1241900,0.993,-2.714
chr12,PF3D7_1242000,0.12,-3.01
chr12,PF3D7_1242100,0.124,0
chr12,PF3D7_1242200,0.147,-2.829
chr12,PF3D7_1242300,0.924,-2.219
chr12,PF3D7_1242400,1,-0.478
chr12,PF3D7_1242500,0.119,-3.016
chr12,PF3D7_1242600,0.12,-3.101
chr12,PF3D7_1242700,0.124,-2.798
chr12,PF3D7_1242800,0.12,-2.934
chr12,PF3D7_1242900,0.128,0
chr12,PF3D7_1243000,0.126,-2.913
chr12,PF3D7_1243100,0.253,-2.657
chr12,PF3D7_1243200,0.794,-2.429
chr12,PF3D7_1243300,0.163,-2.572
chr12,PF3D7_1243400,0.725,-2.915
chr12,PF3D7_1243500,0.12,-2.831
chr12,PF3D7_1243600,0.127,-3.236
chr12,PF3D7_1243700,1,-2.283
chr12,PF3D7_1243800,0.137,-2.837
chr12,PF3D7_1243900,0.304,-2.691
chr12,PF3D7_1244000,0.149,-3.25
chr12,PF3D7_1244100,0.158,-3.284
chr12,PF3D7_1244200,0.119,-3.01
chr12,PF3D7_1244400,0.149,-2.897
chr12,PF3D7_1244500,0.987,-1.648
chr12,PF3D7_1244600,0.125,-2.765
chr12,PF3D7_1244700,0.563,-2.744
chr12,PF3D7_1244800,1,-0.52
chr12,PF3D7_1244900,0.156,-3.201
chr12,PF3D7_1245000,1,-0.624
chr12,PF3D7_1245100,0.99,-2.663
chr12,PF3D7_1245200,0.146,-3.227
chr12,PF3D7_1245300,0.124,-3.087
chr12,PF3D7_1245400,0.277,-2.703
chr12,PF3D7_1245500,0.472,-2.662
chr12,PF3D7_1245600,1,-0.509
chr12,PF3D7_1245800,0.673,-3.106
chr12,PF3D7_1245900,0.988,-2.179
chr12,PF3D7_1246000,0.145,-3.297
chr12,PF3D7_1246100,0.177,-2.8
chr12,PF3D7_1246200,0.213,-2.745
chr12,PF3D7_1246300,1,-2.684
chr12,PF3D7_1246400,0.123,-2.828
chr12,PF3D7_1246500,0.125,-3.055
chr12,PF3D7_1246600,0.992,-2.016
chr12,PF3D7_1246700,0.15,-3.232
chr12,PF3D7_1246800,0.995,-2.643
chr12,PF3D7_1246900,0.988,-2.648
chr12,PF3D7_1247000,0.152,-3.336
chr12,PF3D7_1247100,0.179,-2.63
chr12,PF3D7_1247200,0.999,0.511
chr12,PF3D7_1247300,0.121,-3.045
chr12,PF3D7_1247400,0.126,-2.83
chr12,PF3D7_1247500,1,-0.636
chr12,PF3D7_1247600,0.154,-2.922
chr12,PF3D7_1247700,0.995,0.523
chr12,PF3D7_1247800,0.802,-2.151
chr12,PF3D7_1247900,0.128,-2.761
chr12,PF3D7_1248000,0.294,-2.564
chr12,PF3D7_1248100,0.999,0.867
chr12,PF3D7_1248200,0.698,-2.367
chr12,PF3D7_1248300,0.423,-3.166
chr12,PF3D7_1248400,0.12,-2.887
chr12,PF3D7_1248500,0.513,-2.681
chr12,PF3D7_1248600,0.119,-3.053
chr12,PF3D7_1248700,0.314,-2.674
chr12,PF3D7_1248800,0.13,-2.825
chr12,PF3D7_1248900,0.988,-2.052
chr12,PF3D7_1249000,0.121,-3.13
chr12,PF3D7_1249100,0.191,-2.655
chr12,PF3D7_1249200,1,-1.042
chr12,PF3D7_1249300,1,-0.547
chr12,PF3D7_1249400,0.997,-0.692
chr12,PF3D7_1249500,0.999,0.852
chr12,PF3D7_1249600,1,-0.256
chr12,PF3D7_1249700,0.685,-3.119
chr12,PF3D7_1249800,0.126,-3.089
chr12,PF3D7_1249900,0.59,-2.445
chr12,PF3D7_1250000,0.389,-2.563
chr12,PF3D7_1250100,1,-0.976
chr12,PF3D7_1250200,0.232,-2.7
chr12,PF3D7_1250300,0.138,-2.677
chr12,PF3D7_1250400,0.641,-1.329
chr12,PF3D7_1250500,0.158,-2.647
chr12,PF3D7_1250600,0.173,-2.672
chr12,PF3D7_1250700,0.147,-3.534
chr12,PF3D7_1250800,1,-1.803
chr12,PF3D7_1250900,0.999,-1.446
chr12,PF3D7_1251000,0.985,-2.812
chr12,PF3D7_1251100,1,-0.764
chr12,PF3D7_1251200,0.999,-2.201
chr12,PF3D7_1251300,0.158,-2.775
chr12,PF3D7_1251400,0.121,-3.099
chr12,PF3D7_1251500,0.616,-1.164
chr12,PF3D7_1251600,0.2,-2.79
chr12,PF3D7_1251700,0.145,-2.834
chr12,PF3D7_1251800,0.282,-2.697
chr12,PF3D7_1252100,0.175,-3.267
chr12,PF3D7_1252200,0.131,-3.146
chr12,PF3D7_1252300,1,-1.546
chr12,PF3D7_1252400,1,-1.14
chr12,PF3D7_1252500,0.975,-2.692
chr12,PF3D7_1252600,0.124,-3.203
chr12,PF3D7_1252700,1,-0.617
chr12,PF3D7_1252800,0.121,-2.946
chr12,PF3D7_1252900,1,-0.325
chr12,PF3D7_1253000,0.996,0.903
chr12,PF3D7_1253100,1,0.505
chr12,PF3D7_1253200,0.923,-0.281
chr12,PF3D7_1253300,0.12,-3.249
chr12,PF3D7_1253400,1,-2.772
chr12,PF3D7_1253500,0.247,-3.422
chr12,PF3D7_1253600,0.995,-2.823
chr12,PF3D7_1253700,0.786,-2.349
chr12,PF3D7_1253800,0.121,-3.349
chr12,PF3D7_1253900,0.178,-2.573
chr12,PF3D7_1254000,1,-1.685
chr12,PF3D7_1254100,0.996,-1.922
chr12,PF3D7_1254200,0.17,-2.729
chr12,PF3D7_1254300,0.179,-2.634
chr12,PF3D7_1254400,0.804,-2.353
chr12,PF3D7_1254500,0.858,-2.09
chr12,PF3D7_1254600,0.997,-1.505
chr12,PF3D7_1254700,0.999,-1.096
chr12,PF3D7_1254800,1,-1.505
chr12,PF3D7_1254900,0.128,0
chr12,PF3D7_1255000,1,0
chr12,PF3D7_1255100,0.453,-2.58
chr13,PF3D7_1300100,1,-2.096
chr13,PF3D7_1300200,0.443,-2.547
chr13,PF3D7_1300300,1,-1.824
chr13,PF3D7_1300400,0.831,-2.199
chr13,PF3D7_1300500,0.547,-2.619
chr13,PF3D7_1300600,1,-1.796
chr13,PF3D7_1300700,0.758,-2.21
chr13,PF3D7_1300800,1,-1.559
chr13,PF3D7_1300900,0.64,-2.228
chr13,PF3D7_1301000,0.912,-2.153
chr13,PF3D7_1301100,0.183,-2.598
chr13,PF3D7_1301200,0.169,-2.687
chr13,PF3D7_1301300,0.12,-2.973
chr13,PF3D7_1301400,1,-2.232
chr13,PF3D7_1301500,1,-1.323
chr13,PF3D7_1301600,1,-1.952
chr13,PF3D7_1301700,0.957,-2.1
chr13,PF3D7_1301800,1,-1.665
chr13,PF3D7_1301900,0.134,0
chr13,PF3D7_1302000,0.131,-3.067
chr13,PF3D7_1302100,0.519,-2.386
chr13,PF3D7_1302200,1,-1.583
chr13,PF3D7_1302300,0.136,-3.007
chr13,PF3D7_1302400,0.344,-2.742
chr13,PF3D7_1302500,1,-0.829
chr13,PF3D7_1302600,0.133,-3.131
chr13,PF3D7_1302700,0.155,-2.867
chr13,PF3D7_1302800,0.134,-2.999
chr13,PF3D7_1302900,0.122,-3.05
chr13,PF3D7_1303000,0.677,-2.209
chr13,PF3D7_1303100,0.135,-3.004
chr13,PF3D7_1303200,0.155,-2.914
chr13,PF3D7_1303300,1,-2.426
chr13,PF3D7_1303400,0.997,-2.757
chr13,PF3D7_1303500,1,0.031
chr13,PF3D7_1303600,0.31,-3.311
chr13,PF3D7_1303700,0.13,-3.15
chr13,PF3D7_1303800,1,-2.354
chr13,PF3D7_1303900,0.146,0
chr13,PF3D7_1304000,0.134,-2.889
chr13,PF3D7_1304100,0.152,-3.267
chr13,PF3D7_1304200,0.243,-3.37
chr13,PF3D7_1304300,0.146,-3.193
chr13,PF3D7_1304400,0.858,-2.405
chr13,PF3D7_1304500,1,-2.102
chr13,PF3D7_1304600,0.124,-3.086
chr13,PF3D7_1304700,0.125,-3.251
chr13,PF3D7_1304900,0.301,0
chr13,PF3D7_1305000,0.247,-2.625
chr13,PF3D7_1305100,0.191,-3.184
chr13,PF3D7_1305200,1,0.672
chr13,PF3D7_1305300,1,-2.752
chr13,PF3D7_1305400,0.849,-2.194
chr13,PF3D7_1305500,1,-0.153
chr13,PF3D7_1305600,0.243,-2.554
chr13,PF3D7_1305700,0.136,-2.717
chr13,PF3D7_1305800,0.998,-2.754
chr13,PF3D7_1305900,1,1.889
chr13,PF3D7_1306000,0.999,-2.89
chr13,PF3D7_1306100,0.12,-2.824
chr13,PF3D7_1306200,0.148,-3.248
chr13,PF3D7_1306300,1,-1.192
chr13,PF3D7_1306400,0.136,-2.646
chr13,PF3D7_1306500,1,-0.051
chr13,PF3D7_1306600,0.254,-2.63
chr13,PF3D7_1306700,0.5,-2.241
chr13,PF3D7_1306800,0.999,-0.471
chr13,PF3D7_1306900,0.192,-2.789
chr13,PF3D7_1307000,0.957,-2.896
chr13,PF3D7_1307100,0.122,-2.886
chr13,PF3D7_1307200,0.119,-3.091
chr13,PF3D7_1307300,0.25,-3.316
chr13,PF3D7_1307400,0.835,-2.19
chr13,PF3D7_1307500,0.262,-3.505
chr13,PF3D7_1307600,0.769,-2.584
chr13,PF3D7_1307700,1,-1.044
chr13,PF3D7_1307800,0.839,-2.317
chr13,PF3D7_1307900,0.123,-3.039
chr13,PF3D7_1308000,0.166,-2.924
chr13,PF3D7_1308100,0.622,-2.452
chr13,PF3D7_1308200,0.119,-2.989
chr13,PF3D7_1308300,0.12,0
chr13,PF3D7_1308400,0.12,-3.011
chr13,PF3D7_1308500,1,-0.931
chr13,PF3D7_1308600,0.238,-2.756
chr13,PF3D7_1308700,0.31,-2.75
chr13,PF3D7_1308800,0.21,-2.757
chr13,PF3D7_1308900,1,-2.033
chr13,PF3D7_1309000,0.131,-2.813
chr13,PF3D7_1309100,1,0
chr13,PF3D7_1309200,0.12,-3.092
chr13,PF3D7_1309300,0.124,-3.064
chr13,PF3D7_1309400,1,-2.521
chr13,PF3D7_1309500,0.129,-3.568
chr13,PF3D7_1309600,0.21,-2.754
chr13,PF3D7_1309700,0.121,-3.011
chr13,PF3D7_1309800,0.185,-2.873
chr13,PF3D7_1309900,0.122,-2.878
chr13,PF3D7_1310000,0.125,-3.124
chr13,PF3D7_1310100,0.854,-2.909
chr13,PF3D7_1310200,0.132,-2.718
chr13,PF3D7_1310300,0.12,-3.114
chr13,PF3D7_1310400,1,-2.662
chr13,PF3D7_1310500,0.133,-3.083
chr13,PF3D7_1310600,1,2.769
chr13,PF3D7_1310700,0.208,-1.796
chr13,PF3D7_1310800,0.122,-2.953
chr13,PF3D7_1310900,0.126,-3.06
chr13,PF3D7_1311000,0.12,0
chr13,PF3D7_1311100,0.998,-1.835
chr13,PF3D7_1311200,0.132,-3.147
chr13,PF3D7_1311300,0.121,-3.033
chr13,PF3D7_1311400,0.319,-3.464
chr13,PF3D7_1311500,0.924,-2.109
chr13,PF3D7_1311600,0.998,-2.434
chr13,PF3D7_1311700,0.31,-2.645
chr13,PF3D7_1311800,0.127,-3.225
chr13,PF3D7_1311900,0.93,-2.245
chr13,PF3D7_1312000,0.119,-2.88
chr13,PF3D7_1312100,1,-0.727
chr13,PF3D7_1312200,0.223,-3.427
chr13,PF3D7_1312300,0.147,-2.687
chr13,PF3D7_1312400,0.148,-2.794
chr13,PF3D7_1312500,0.999,0
chr13,PF3D7_1312600,0.204,-2.736
chr13,PF3D7_1312700,0.973,-3.124
chr13,PF3D7_1312800,1,-0.057
chr13,PF3D7_1312900,1,-0.829
chr13,PF3D7_1313000,0.472,-3.759
chr13,PF3D7_1313100,1,-0.589
chr13,PF3D7_1313200,1,-2.461
chr13,PF3D7_1313300,1,1.994
chr13,PF3D7_1313400,0.913,-2.55
chr13,PF3D7_1313500,0.19,-2.723
chr13,PF3D7_1313600,0.999,-0.528
chr13,PF3D7_1313700,1,0.703
chr13,PF3D7_1313800,1,-0.525
chr13,PF3D7_1313900,1,-1.196
chr13,PF3D7_1314000,0.126,-3.043
chr13,PF3D7_1314100,0.138,-3.16
chr13,PF3D7_1314200,0.995,-2.967
chr13,PF3D7_1314300,0.135,-2.817
chr13,PF3D7_1314400,0.265,-3.413
chr13,PF3D7_1314500,0.124,-2.961
chr13,PF3D7_1314600,0.539,-3.461
chr13,PF3D7_1314700,1,-2.142
chr13,PF3D7_1314800,0.124,-3.047
chr13,PF3D7_1314900,0.121,-3.113
chr13,PF3D7_1315000,0.23,-3.35
chr13,PF3D7_1315100,0.12,-3.052
chr13,PF3D7_1315200,0.133,-2.825
chr13,PF3D7_1315300,0.12,-3.108
chr13,PF3D7_1315400,0.189,-2.7
chr13,PF3D7_1315500,0.157,-2.897
chr13,PF3D7_1315600,0.126,-3.21
chr13,PF3D7_1315700,0.134,-3.057
chr13,PF3D7_1315800,0.23,-2.648
chr13,PF3D7_1315900,0.998,-2.253
chr13,PF3D7_1316000,0.157,-3.217
chr13,PF3D7_1316100,1,-2.492
chr13,PF3D7_1316200,0.121,-2.95
chr13,PF3D7_1316300,0.981,0
chr13,PF3D7_1316400,1,-0.797
chr13,PF3D7_1316500,0.597,-2.533
chr13,PF3D7_1316600,0.854,-2.86
chr13,PF3D7_1316700,0.721,-2.79
chr13,PF3D7_1316800,0.126,-3.811
chr13,PF3D7_1316900,0.128,-3.034
chr13,PF3D7_1317000,0.123,-2.931
chr13,PF3D7_1317100,0.16,-2.972
chr13,PF3D7_1317200,1,-1.914
chr13,PF3D7_1317300,0.689,-2.912
chr13,PF3D7_1317400,0.149,-2.87
chr13,PF3D7_1317500,1,-2.276
chr13,PF3D7_1317600,0.126,-3.042
chr13,PF3D7_1317700,0.298,-3.446
chr13,PF3D7_1317800,0.133,-2.762
chr13,PF3D7_1317900,0.12,-3.009
chr13,PF3D7_1318000,0.119,-2.965
chr13,PF3D7_1318100,0.659,-2.447
chr13,PF3D7_1318200,1,0.463
chr13,PF3D7_1318300,0.788,-2.316
chr13,PF3D7_1318400,0.676,-3.193
chr13,PF3D7_1318500,0.986,-1.724
chr13,PF3D7_1318600,0.191,-3.301
chr13,PF3D7_1318700,0.998,0.238
chr13,PF3D7_1318800,0.154,-2.828
chr13,PF3D7_1318900,1,-0.781
chr13,PF3D7_1319000,0.215,-2.523
chr13,PF3D7_1319100,1,-2.371
chr13,PF3D7_1319200,1,-0.241
chr13,PF3D7_1319300,0.122,-3.02
chr13,PF3D7_1319400,0.146,-2.942
chr13,PF3D7_1319500,0.581,-3.153
chr13,PF3D7_1319600,1,-0.67
chr13,PF3D7_1319700,0.183,-2.838
chr13,PF3D7_1319800,0.12,-3.245
chr13,PF3D7_1319900,1,-2.315
chr13,PF3D7_1320000,1,-2.864
chr13,PF3D7_1320100,0.131,-2.856
chr13,PF3D7_1320200,1,-1.144
chr13,PF3D7_1320300,1,-0.169
chr13,PF3D7_1320400,0.975,-2.576
chr13,PF3D7_1320500,0.119,-3.222
chr13,PF3D7_1320600,0.131,-3.076
chr13,PF3D7_1320700,0.122,-3.036
chr13,PF3D7_1320800,1,0.398
chr13,PF3D7_1320900,0.794,-2.429
chr13,PF3D7_1321000,0.136,-3.155
chr13,PF3D7_1321100,1,-2.69
chr13,PF3D7_1321200,0.124,-3.794
chr13,PF3D7_1321300,1,-1.393
chr13,PF3D7_1321400,0.287,-2.86
chr13,PF3D7_1321500,0.123,-3.029
chr13,PF3D7_1321600,1,-1.732
chr13,PF3D7_1321700,1,1.51
chr13,PF3D7_1321800,0.21,-2.518
chr13,PF3D7_1321900,0.534,-3.11
chr13,PF3D7_1322000,0.127,-2.943
chr13,PF3D7_1322100,1,0.151
chr13,PF3D7_1322200,0.792,-3.041
chr13,PF3D7_1322300,0.151,-2.773
chr13,PF3D7_1322400,1,1.684
chr13,PF3D7_1322500,0.966,-2.787
chr13,PF3D7_1322600,1,-0.233
chr13,PF3D7_1322700,1,1.001
chr13,PF3D7_1322800,0.287,0
chr13,PF3D7_1322900,0.222,-2.718
chr13,PF3D7_1323000,0.148,-2.709
chr13,PF3D7_1323100,0.119,-3
chr13,PF3D7_1323200,0.354,-3.572
chr13,PF3D7_1323300,1,-2.363
chr13,PF3D7_1323400,0.304,-2.603
chr13,PF3D7_1323500,0.136,-2.863
chr13,PF3D7_1323600,0.187,-2.568
chr13,PF3D7_1323700,0.254,-2.63
chr13,PF3D7_1323800,0.17,-2.878
chr13,PF3D7_1323900,0.142,-2.739
chr13,PF3D7_1324000,1,-0.533
chr13,PF3D7_1324100,0.121,-2.898
chr13,PF3D7_1324200,0.603,-2.402
chr13,PF3D7_1324300,1,-1.063
chr13,PF3D7_1324400,0.121,-2.925
chr13,PF3D7_1324500,0.143,-3.241
chr13,PF3D7_1324600,1,-0.889
chr13,PF3D7_1324700,0.121,-3.22
chr13,PF3D7_1324800,0.123,-3.03
chr13,PF3D7_1324900,0.159,-2.887
chr13,PF3D7_1325000,0.659,-2.166
chr13,PF3D7_1325100,0.218,-2.546
chr13,PF3D7_1325200,1,-0.613
chr13,PF3D7_1325300,0.97,-2.912
chr13,PF3D7_1325400,1,-0.848
chr13,PF3D7_1325500,0.939,-2.737
chr13,PF3D7_1325600,0.632,-3.676
chr13,PF3D7_1325700,0.709,-2.546
chr13,PF3D7_1325800,1,-1.16
chr13,PF3D7_1325900,1,-0.571
chr13,PF3D7_1326000,0.175,-2.737
chr13,PF3D7_1326100,0.261,-2.697
chr13,PF3D7_1326200,0.121,-3.033
chr13,PF3D7_1326300,0.222,-2.712
chr13,PF3D7_1326400,0.186,-2.835
chr13,PF3D7_1326500,1,-1.797
chr13,PF3D7_1326600,0.971,-2.787
chr13,PF3D7_1326700,0.122,-3.141
chr13,PF3D7_1326800,0.184,-3.444
chr13,PF3D7_1326900,0.992,-2.808
chr13,PF3D7_1327000,0.125,-3.107
chr13,PF3D7_1327100,1,-2.484
chr13,PF3D7_1327200,0.143,-2.899
chr13,PF3D7_1327300,1,-0.897
chr13,PF3D7_1327400,0.143,-2.538
chr13,PF3D7_1327500,1,-1.679
chr13,PF3D7_1327600,0.754,-2.892
chr13,PF3D7_1327700,0.988,-0.462
chr13,PF3D7_1327800,0.992,-1.359
chr13,PF3D7_1327900,0.991,-1.869
chr13,PF3D7_1328000,1,-2.967
chr13,PF3D7_1328100,0.244,-2.338
chr13,PF3D7_1328200,1,-1.256
chr13,PF3D7_1328300,0.121,-3.035
chr13,PF3D7_1328400,0.122,-3.009
chr13,PF3D7_1328500,1,-1.416
chr13,PF3D7_1328600,0.521,-2.678
chr13,PF3D7_1328800,1,-2.06
chr13,PF3D7_1328900,0.233,-3.391
chr13,PF3D7_1329000,0.12,-2.953
chr13,PF3D7_1329100,0.989,-1.921
chr13,PF3D7_1329200,1,1.454
chr13,PF3D7_1329300,0.16,-2.736
chr13,PF3D7_1329400,0.995,-1.778
chr13,PF3D7_1329500,0.283,-2.663
chr13,PF3D7_1329600,1,-1.598
chr13,PF3D7_1329700,1,0.369
chr13,PF3D7_1329800,1,-2.884
chr13,PF3D7_1329900,0.125,-3.137
chr13,PF3D7_1330000,0.228,-2.576
chr13,PF3D7_1330100,0.576,-2.301
chr13,PF3D7_1330200,0.328,-2.615
chr13,PF3D7_1330300,1,0.673
chr13,PF3D7_1330400,0.128,-3.029
chr13,PF3D7_1330500,1,-2.012
chr13,PF3D7_1330600,0.131,-2.779
chr13,PF3D7_1330700,0.143,-3.113
chr13,PF3D7_1330800,0.908,-2.242
chr13,PF3D7_1331000,1,-1.714
chr13,PF3D7_1331100,1,0.018
chr13,PF3D7_1331200,0.216,-2.674
chr13,PF3D7_1331300,0.159,-2.822
chr13,PF3D7_1331400,1,-1.925
chr13,PF3D7_1331500,0.339,-2.627
chr13,PF3D7_1331600,0.145,-2.772
chr13,PF3D7_1331700,0.205,-2.692
chr13,PF3D7_1331800,0.126,-2.947
chr13,PF3D7_1332000,0.12,-2.83
chr13,PF3D7_1332100,1,0.139
chr13,PF3D7_1332200,0.996,-0.983
chr13,PF3D7_1332300,0.175,-2.789
chr13,PF3D7_1332400,0.956,-0.942
chr13,PF3D7_1332500,0.998,-2.591
chr13,PF3D7_1332600,0.941,-2.627
chr13,PF3D7_1332700,0.924,-2.91
chr13,PF3D7_1332800,0.961,-2.873
chr13,PF3D7_1332900,0.12,-3.026
chr13,PF3D7_1333000,0.37,-3.541
chr13,PF3D7_1333100,1,-2.415
chr13,PF3D7_1333200,0.125,-2.915
chr13,PF3D7_1333300,0.93,-2.947
chr13,PF3D7_1333400,1,0.718
chr13,PF3D7_1333500,0.133,-2.931
chr13,PF3D7_1333600,0.143,-2.859
chr13,PF3D7_1333700,0.408,-2.685
chr13,PF3D7_1333800,1,0.693
chr13,PF3D7_1333900,0.889,-1.742
chr13,PF3D7_1334000,0.161,-3.391
chr13,PF3D7_1334100,0.175,-2.71
chr13,PF3D7_1334200,1,-2.7
chr13,PF3D7_1334300,1,-0.451
chr13,PF3D7_1334400,0.12,-3.036
chr13,PF3D7_1334500,0.232,-2.637
chr13,PF3D7_1334600,1,-2.12
chr13,PF3D7_1334700,0.167,-3.236
chr13,PF3D7_1334800,0.993,-2.648
chr13,PF3D7_1334900,0.199,0
chr13,PF3D7_1335000,1,-1.197
chr13,PF3D7_1335100,0.459,-2.577
chr13,PF3D7_1335200,1,-2.239
chr13,PF3D7_1335300,1,-1.972
chr13,PF3D7_1335400,1,-2.153
chr13,PF3D7_1335500,0.998,-2.582
chr13,PF3D7_1335600,0.178,-2.869
chr13,PF3D7_1335700,0.12,-3.041
chr13,PF3D7_1335800,1,-1.926
chr13,PF3D7_1335900,0.756,-2.134
chr13,PF3D7_1336000,0.305,-3.419
chr13,PF3D7_1336100,0.281,-2.848
chr13,PF3D7_1336200,0.816,-2.335
chr13,PF3D7_1336300,1,-0.427
chr13,PF3D7_1336400,0.258,-3.348
chr13,PF3D7_1336600,1,-1.247
chr13,PF3D7_1336700,0.983,-2.1
chr13,PF3D7_1336800,0.459,-2.466
chr13,PF3D7_1336900,0.142,-3.188
chr13,PF3D7_1337000,0.166,-2.778
chr13,PF3D7_1337100,0.127,-2.795
chr13,PF3D7_1337200,0.123,-2.89
chr13,PF3D7_1337300,0.12,-2.956
chr13,PF3D7_1337400,1,-1.715
chr13,PF3D7_1337500,1,-1.182
chr13,PF3D7_1337700,0.128,-2.925
chr13,PF3D7_1337800,0.125,-3.188
chr13,PF3D7_1337900,0.178,-2.929
chr13,PF3D7_1338000,0.913,-2.454
chr13,PF3D7_1338100,0.189,-2.887
chr13,PF3D7_1338200,0.657,-3.612
chr13,PF3D7_1338300,0.763,-2.447
chr13,PF3D7_1338400,1,-1.556
chr13,PF3D7_1338500,0.122,-3.194
chr13,PF3D7_1338600,0.133,-2.96
chr13,PF3D7_1338700,0.119,-2.954
chr13,PF3D7_1338800,0.328,-3.298
chr13,PF3D7_1338900,0.276,-2.61
chr13,PF3D7_1339000,0.132,-2.844
chr13,PF3D7_1339300,0.18,-2.719
chr13,PF3D7_1339400,0.567,-2.415
chr13,PF3D7_1339500,0.331,-3.794
chr13,PF3D7_1339600,0.23,-2.853
chr13,PF3D7_1339700,0.687,-2.383
chr13,PF3D7_1339800,0.279,-3.996
chr13,PF3D7_1339900,0.998,-2.39
chr13,PF3D7_1340000,1,-0.982
chr13,PF3D7_1340100,0.274,-2.601
chr13,PF3D7_1340200,0.125,0
chr13,PF3D7_1340300,0.121,-3.185
chr13,PF3D7_1340400,0.827,-2.528
chr13,PF3D7_1340500,0.999,-2.41
chr13,PF3D7_1340600,0.25,-2.756
chr13,PF3D7_1340700,0.91,-2.07
chr13,PF3D7_1340800,0.119,-3.235
chr13,PF3D7_1340900,0.238,-2.841
chr13,PF3D7_1341200,0.12,-3.117
chr13,PF3D7_1341300,0.929,-2.826
chr13,PF3D7_1341500,0.239,-2.623
chr13,PF3D7_1341600,0.488,-2.397
chr13,PF3D7_1341700,0.16,-3.068
chr13,PF3D7_1341800,0.269,-2.726
chr13,PF3D7_1341900,0.122,-3.354
chr13,PF3D7_1342000,0.127,-2.986
chr13,PF3D7_1342100,0.807,-2.209
chr13,PF3D7_1342200,0.121,-3.014
chr13,PF3D7_1342300,0.132,-3.302
chr13,PF3D7_1342400,1,-2.043
chr13,PF3D7_1342500,0.151,-3.061
chr13,PF3D7_1342600,0.138,-3.027
chr13,PF3D7_1342800,0.265,-2.655
chr13,PF3D7_1342900,1,-1.975
chr13,PF3D7_1343000,0.129,-3.113
chr13,PF3D7_1343100,0.206,-2.635
chr13,PF3D7_1343200,1,-0.659
chr13,PF3D7_1343300,0.161,-2.76
chr13,PF3D7_1343400,1,-2.147
chr13,PF3D7_1343500,0.12,-3.21
chr13,PF3D7_1343600,0.129,-3.188
chr13,PF3D7_1343700,0.122,-2.96
chr13,PF3D7_1343800,1,-1.279
chr13,PF3D7_1343900,0.131,-2.85
chr13,PF3D7_1344000,0.172,-2.765
chr13,PF3D7_1344100,1,-1.13
chr13,PF3D7_1344200,0.143,-2.839
chr13,PF3D7_1344300,1,-0.633
chr13,PF3D7_1344400,1,0.114
chr13,PF3D7_1344500,0.16,-3.243
chr13,PF3D7_1344600,0.135,-2.807
chr13,PF3D7_1344700,0.963,-1.114
chr13,PF3D7_1344800,0.408,-2.437
chr13,PF3D7_1344900,0.203,-2.722
chr13,PF3D7_1345000,0.261,-2.545
chr13,PF3D7_1345100,0.122,-3.166
chr13,PF3D7_1345200,0.138,-3.131
chr13,PF3D7_1345300,0.119,-3.068
chr13,PF3D7_1345400,0.244,-2.732
chr13,PF3D7_1345500,0.119,-2.878
chr13,PF3D7_1345600,0.763,-2.334
chr13,PF3D7_1345700,0.121,-3.089
chr13,PF3D7_1345800,1,-1.24
chr13,PF3D7_1345900,0.124,-3.059
chr13,PF3D7_1346000,1,0.419
chr13,PF3D7_1346100,0.996,-2.116
chr13,PF3D7_1346200,0.119,-3.011
chr13,PF3D7_1346300,0.983,-1.756
chr13,PF3D7_1346400,0.989,-2.768
chr13,PF3D7_1346500,0.119,-3.049
